  0.18	203	203	U	0	unclassified
 99.82	110728	107	R	1	root
 92.61	102731	2185	D	3	  Bacteria
 42.14	46750	60	P	1672	    Firmicutes
 42.03	46625	345	C	1673	      Bacilli
 21.94	24334	0	O	45183	        Caldalkalibacillales
 21.94	24334	0	F	45184	          Caldalkalibacillaceae
 21.94	24334	24334	G	45185	            Caldalkalibacillus
 18.80	20856	414	O	1674	        Bacillales
 17.79	19737	235	F	1680	          Bacillaceae
 13.92	15447	15447	G	1707	            Oceanobacillus
  2.71	3005	3005	G	1688	            Bacillus
  0.46	512	512	G	1696	            Geobacillus
  0.27	304	304	G	1727	            Virgibacillus
  0.08	91	91	G	1729	            uncultured
  0.08	90	90	G	1686	            Anoxybacillus
  0.02	18	18	G	1712	            Pontibacillus
  0.02	17	17	G	1702	            Lentibacillus
  0.00	4	4	G	1681	            Aeribacillus
  0.00	3	3	G	1700	            Halobacillus
  0.00	3	3	G	1708	            Ornithinibacillus
  0.00	2	2	G	1684	            Amphibacillus
  0.00	1	1	G	1694	            Fictibacillus
  0.00	1	1	G	1728	            Vulcanibacillus
  0.00	1	1	G	1690	            Caldibacillus
  0.00	1	1	G	1725	            Thalassobacillus
  0.00	1	1	G	1685	            Anaerobacillus
  0.00	1	1	G	1720	            Sediminibacillus
  0.62	685	333	F	1753	          Planococcaceae
  0.24	262	262	G	1767	            Solibacillus
  0.05	52	52	G	1762	            Lysinibacillus
  0.01	14	14	G	1770	            uncultured
  0.01	7	7	G	1768	            Sporosarcina
  0.01	7	7	G	1764	            Planococcus
  0.00	5	5	G	1765	            Planomicrobium
  0.00	3	3	G	1761	            Kurthia
  0.00	1	1	G	11273	            Psychrobacillus
  0.00	1	1	G	1756	            Chryseomicrobium
  0.01	15	0	F	45175	          Salisediminibacteriaceae
  0.01	15	15	G	45177	            Salipaludibacillus
  0.00	3	0	F	45167	          Marinococcaceae
  0.00	1	1	G	45168	            Alteribacillus
  0.00	1	1	G	45170	            Marinococcus
  0.00	1	1	G	45173	            Salsuginibacillus
  0.00	2	0	F	1771	          Sporolactobacillaceae
  0.00	2	2	G	1773	            Sporolactobacillus
  0.67	746	0	O	45270	        Paenibacillales
